Age,Pos,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,oWAR,dWAR,oRAR,Salary
24,10,106,425,15,0,3,0,-8,10,1.1,15,25,2.5,2.4,-0.7,25,0.65000
29,4,162,676,-9,-3,-2,4,4,-5,-0.8,22,17,1.4,1.2,0.7,13,11.85714
30,8,132,586,15,3,2,-9,3,14,1.1,18,32,2.9,4,-0.7,41,10.33333
28,9,93,393,-5,2,-1,1,-4,-7,-0.6,14,7,0.8,0.6,-0.1,6,7.33333
34,2,99,280,3,-1,1,-2,3,5,0.3,9,14,1.2,1.5,0.1,16,0.56350
36,3,29,99,-8,0,-1,1,-2,-10,-0.9,4,-6,-0.6,-0.7,0,-7,6.25000
28,2,7,10,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,-0.1,0,-1,0.56350
27,8,117,361,-14,0,1,-9,0,-22,-2,13,-9,-0.8,0,-0.7,0,0.56350
29,2,7,20,-1,0,0,-1,0,-2,-0.2,1,-1,-0.2,0,-0.1,0,0.56350
25,15,20,48,-2,-1,0,-6,0,-9,-0.9,2,-7,-0.7,-0.1,-0.6,-1,0.56350
26,8,125,464,2,0,1,-9,0,-6,-0.4,17,11,1.2,1.9,-0.7,20,0.57860
23,12,35,69,0,1,0,-3,1,-2,-0.1,2,1,0.1,0.4,-0.2,4,0.55500
26,6,123,518,19,3,2,-12,6,18,1.9,19,37,3.7,4.7,-0.4,49,1.40000
29,6,88,328,1,0,0,-12,1,-10,-0.9,12,1,0.2,1.3,-1,13,1.75000
31,2,29,83,-7,0,0,-2,2,-8,-0.7,3,-5,-0.5,-0.3,0,-3,0.56350
26,7,91,250,-4,4,2,1,-2,1,0,8,9,0.8,0.8,-0.2,8,0.56350
25,7,41,128,2,0,0,4,-2,4,0.5,5,9,0.9,0.5,0.3,5,0.56350
33,5,133,499,6,-1,0,-3,2,4,0.2,16,21,1.8,2.3,-0.2,24,9.00000
28,2,75,281,8,0,0,5,4,17,1.8,10,27,2.7,2.1,1,22,0.56350
25,2,50,144,-12,-1,0,-1,3,-12,-1.3,5,-7,-0.8,-0.7,0.1,-6,0.55630
24,13,92,349,13,4,1,11,1,30,2.8,11,41,3.9,2.9,1.2,30,0.56350
30,13,80,321,9,1,0,-3,1,8,0.9,12,20,2,2.2,-0.1,23,1.35000
31,7,145,654,21,0,-2,2,-7,15,1.7,22,37,3.8,3.5,-0.3,35,4.10000
27,4,110,279,-7,0,0,3,0,-4,-0.4,3,-1,0.2,-0.4,0.6,-4,0.56350
27,2,121,411,-18,0,-1,15,7,4,0.2,13,17,1.5,0.1,2.1,2,0.96000
30,2,103,391,-4,0,0,0,0,-4,-0.4,1,-3,1,1.6,-0.2,-3,0.56350
24,9,48,186,-10,1,0,-9,-2,-20,-1.8,7,-13,-1.2,-0.4,-1,-4,0.56350
29,5,86,270,-20,0,0,1,1,-19,-2,9,-10,-1.2,-1.2,0.1,-11,4.67500
26,6,122,569,10,4,0,-1,7,19,1.7,17,36,3.3,3.6,0.4,37,3.72500
24,2,2,2,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,-0.1,0,-1,0.56350
26,6,145,656,19,2,2,14,8,45,4.2,20,65,6.1,4.9,2.1,51,5.00000
27,9,154,679,31,-1,-3,-8,-8,11,1.3,23,34,3.5,4.1,-1.4,42,0.57550
34,6,5,13,0,0,0,0,0,0,0,0,1,0.1,0.1,0,1,20.00000
28,2,114,364,-10,-3,1,2,6,-4,-0.6,12,8,0.6,0.5,0.7,6,2.93750
24,13,69,201,-4,-1,-1,-4,1,-9,-1,7,-2,-0.3,0.1,-0.4,2,0.56350
27,3,89,179,1,1,0,0,0,1,0.1,1,2,0.4,0.3,-0.2,2,0.56350
33,2,85,310,-7,0,-1,-8,5,-11,-1.2,10,-1,-0.3,0.6,-0.4,7,4.00000
28,2,5,12,0,0,0,0,0,1,0.1,0,1,0.1,0.1,0,1,0.56350
28,9,89,294,0,1,-1,9,-4,4,0.5,11,15,1.5,0.6,0.6,6,0.57480
24,7,60,151,-1,0,0,0,-1,-2,-0.2,5,3,0.2,0.3,-0.2,3,0.56400
29,15,28,71,-9,1,0,3,1,-5,-0.6,2,-3,-0.4,-0.7,0.3,-6,0.88750
24,15,43,108,-3,2,0,-1,0,-2,-0.1,4,2,0.3,0.3,-0.1,3,0.57200
28,3,83,279,-4,0,0,-1,0,-5,-0.5,1,-4,-1.1,-1.1,-0.4,-3,0.56350
25,12,13,22,-1,0,0,0,0,-1,-0.1,1,0,0,0,0,0,0.56350
25,2,95,279,2,0,-1,-2,3,2,0.1,9,11,1,1.3,0,13,0.56950
22,8,155,617,-6,1,2,25,3,24,2.2,20,44,4.1,1.8,2.7,19,0.55780
20,5,123,514,6,-1,-1,-9,0,-5,-0.3,18,14,1.5,2.3,-0.7,23,0.56350
32,2,72,251,-7,-2,-1,-3,1,-12,-1.1,9,-3,-0.2,0,-0.1,0,7.25000
30,4,162,735,12,-3,0,2,-1,11,1.3,25,36,3.7,3.3,0.3,34,1.00000
28,7,155,490,-2,-2,-1,-9,-3,-17,-1.9,16,-1,-0.4,0.7,-1.4,8,5.50000
27,6,31,88,-8,0,1,2,1,-4,-0.3,3,0,0,-0.2,0.4,-2,0.56350
35,2,2,7,-1,0,0,-1,0,-2,-0.2,0,-2,-0.2,-0.1,-0.1,-1,0.56350
24,2,112,198,8,0,0,1,3,12,1.1,6,18,1.8,1.8,0.3,17,0.56350
22,6,30,110,-6,-1,-1,-3,2,-9,-0.9,4,-5,-0.5,-0.2,-0.1,-2,0.56350
27,15,58,204,-6,-1,0,0,0,-7,-0.6,7,0,0.1,0,0.1,0,0.56000
24,7,83,337,4,0,0,-7,-3,-7,-0.6,12,5,0.6,1.2,-0.9,12,0.56350
27,2,105,409,12,-1,1,2,6,20,1.8,13,33,3.1,3,0.7,31,0.68400
23,6,152,584,-2,2,1,12,8,21,2.2,21,42,4.2,2.9,2.1,30,0.56240
27,6,43,144,-9,-1,0,-7,2,-15,-1.5,5,-10,-1.1,-0.4,-0.5,-3,0.58110
27,4,89,285,7,-2,-1,-3,1,2,0,9,11,0.9,1.3,-0.3,14,3.75000
31,2,141,524,6,-3,-1,-2,8,7,0.5,17,24,2.2,2.5,0.4,26,7.25000
26,6,155,698,39,1,1,-14,8,36,3.6,24,60,5.9,7.1,-0.4,73,12.00000
27,15,34,66,-5,1,0,-2,0,-6,-0.7,2,-4,-0.5,-0.2,-0.2,-2,0.56350
36,2,113,452,-8,1,-1,2,7,1,-0.1,15,15,1.3,1.2,0.8,13,20.00000
24,15,88,181,-7,0,0,-4,1,-10,-1.1,6,-5,-0.6,-0.1,-0.4,-1,0.56200
31,2,97,358,-10,-2,0,9,6,3,0.1,12,14,1.3,0.5,1.4,5,7.08333
27,5,79,346,7,1,-1,-3,-2,2,0.3,12,14,1.4,1.7,-0.4,17,0.55840
31,15,28,78,-6,0,0,0,0,-6,-0.7,3,-4,-0.4,-0.4,0,-4,0.56350
28,9,149,611,-3,0,0,4,-3,-3,-0.4,13,11,1.3,1.3,-0.6,7,9.70000
30,2,153,632,18,-4,-2,-12,8,7,0.4,21,28,2.4,3.8,-0.6,40,16.00000
28,10,4,6,-2,0,0,0,0,-2,-0.2,0,-2,-0.2,-0.2,0,-2,15.50000
24,5,132,559,29,0,1,-4,3,29,2.9,20,49,4.8,5.1,0,53,0.57500
27,4,149,555,-15,-1,0,4,4,-8,-0.6,20,12,1.3,0.8,1,8,4.62500
25,8,44,105,-12,0,0,0,0,-11,-1.2,3,-8,-0.8,-0.8,0,-8,0.56350
32,3,121,335,-11,0,-1,-2,-5,-20,-1.9,9,-11,-0.9,-0.8,-0.7,-9,0.56350
22,10,87,369,33,-1,-1,1,-7,25,2.5,13,38,3.7,3.6,-0.5,37,0.56350
23,5,28,84,-6,0,-1,0,1,-6,-0.6,3,-3,-0.3,-0.3,0.1,-3,0.56350
35,3,144,612,20,-1,0,3,-5,17,1.8,22,39,3.9,3.5,-0.1,36,10.40000
25,5,8,16,-1,0,0,0,0,-1,-0.2,1,-1,-0.1,-0.1,0,-1,0.56350
24,10,27,102,-4,0,0,-2,-1,-6,-0.6,4,-3,-0.2,-0.1,-0.2,-1,0.56350
33,5,38,107,-17,0,0,1,1,-15,-1.5,4,-11,-1.1,-1.2,0.2,-12,12.66667
